factkey,datekey,accountkey,companykey,cost_center_id,actual,budget
2022022812570040,20220228,20,GMR0001,125,285071.68,293301.27
2022022812570050,20220228,21,GMR0001,125,234282.26,293301.27
2022022812570060,20220228,22,GMR0001,125,256113.09,293301.27
2022022812570070,20220228,23,GMR0001,125,338200.04,293301.27
2022022812570080,20220228,24,GMR0001,125,332878.61,293301.27
2022022812570090,20220228,25,GMR0001,125,309091.29,293301.27
2022022812570100,20220228,26,GMR0001,125,303847.77,293301.27
2022022812570110,20220228,27,GMR0001,125,300068.79,293301.27
2022022812570120,20220228,28,GMR0001,125,295800.94,293301.27
2022022812570130,20220228,29,GMR0001,125,307294.1,293301.27
2022022812570140,20220228,30,GMR0001,125,253654.77,293301.27
2022022812580010,20220228,31,GMR0001,125,74935.38,73325.32
2022022812580020,20220228,32,GMR0001,125,68472.24,73325.32
2022022812580030,20220228,33,GMR0001,125,71944.76,73325.32
2022022812580040,20220228,34,GMR0001,125,74071.48,73325.32
2022022812590010,20220228,35,GMR0001,125,63971.23,73325.32
2022022812650010,20220228,1,GMR0001,126,1516197.96,1454774.3
2022022812650020,20220228,2,GMR0001,126,1480648.69,1454774.3
2022022812650030,20220228,3,GMR0001,126,1496450.52,1454774.3
2022022812650040,20220228,4,GMR0001,126,1507393.59,1454774.3
2022022812650050,20220228,5,GMR0001,126,1513451.51,1454774.3
2022022812650060,20220228,6,GMR0001,126,1421733.93,1454774.3
2022022812650070,20220228,7,GMR0001,126,1508658.71,1454774.3
2022022812650080,20220228,8,GMR0001,126,1415853.12,1454774.3
2022022812650090,20220228,9,GMR0001,126,1465125.83,1454774.3
2022022812650100,20220228,10,GMR0001,126,1523833.07,1454774.3
2022022812660010,20220228,11,GMR0001,126,993610.13,1018342.01
2022022812660020,20220228,12,GMR0001,126,1003784.41,1018342.01
2022022812660030,20220228,13,GMR0001,126,1053287.21,1018342.01
2022022812660040,20220228,14,GMR0001,126,1050631.51,1018342.01
2022022812660050,20220228,15,GMR0001,126,1016209.7,1018342.01
2022022812660060,20220228,16,GMR0001,126,1007945.68,1018342.01
2022022812670010,20220228,17,GMR0001,126,266266.83,290954.86
2022022812670020,20220228,18,GMR0001,126,267988.2,290954.86
2022022812670030,20220228,19,GMR0001,126,307440.4,290954.86
2022022812670040,20220228,20,GMR0001,126,266382.13,290954.86
2022022812670050,20220228,21,GMR0001,126,323963.42,290954.86
2022022812670060,20220228,22,GMR0001,126,342316.69,290954.86
2022022812670070,20220228,23,GMR0001,126,249705.5,290954.86
2022022812670080,20220228,24,GMR0001,126,315765.37,290954.86
2022022812670090,20220228,25,GMR0001,126,282328.55,290954.86
2022022812670100,20220228,26,GMR0001,126,273281.8,290954.86
2022022812670110,20220228,27,GMR0001,126,293022.46,290954.86
2022022812670120,20220228,28,GMR0001,126,259052.42,290954.86
2022022812670130,20220228,29,GMR0001,126,283154.14,290954.86
2022022812670140,20220228,30,GMR0001,126,309943.42,290954.86
2022022812680010,20220228,31,GMR0001,126,73192.79,72738.72
2022022812680020,20220228,32,GMR0001,126,68480.89,72738.72
2022022812680030,20220228,33,GMR0001,126,68906.12,72738.72
2022022812680040,20220228,34,GMR0001,126,69480.78,72738.72
2022022812690010,20220228,35,GMR0001,126,68195.02,72738.72
2022022812750010,20220228,1,GMR0001,127,1496145.63,1443042.25
2022022812750020,20220228,2,GMR0001,127,1402956.33,1443042.25
2022022812750030,20220228,3,GMR0001,127,1490132.66,1443042.25
2022022812750040,20220228,4,GMR0001,127,1378610.0,1443042.25
2022022812750050,20220228,5,GMR0001,127,1395010.76,1443042.25
2022022812750060,20220228,6,GMR0001,127,1478964.1,1443042.25
2022022812750070,20220228,7,GMR0001,127,1382646.95,1443042.25
2022022812750080,20220228,8,GMR0001,127,1440132.27,1443042.25
2022022812750090,20220228,9,GMR0001,127,1419662.83,1443042.25
2022022812750100,20220228,10,GMR0001,127,1562978.19,1443042.25
2022022812760010,20220228,11,GMR0001,127,946340.7,1010129.57
2022022812760020,20220228,12,GMR0001,127,999215.43,1010129.57
2022022812760030,20220228,13,GMR0001,127,935785.84,1010129.57
2022022812760040,20220228,14,GMR0001,127,990683.46,1010129.57
2022022812760050,20220228,15,GMR0001,127,1027317.91,1010129.57
2022022812760060,20220228,16,GMR0001,127,998853.16,1010129.57
2022022812770010,20220228,17,GMR0001,127,285847.3,288608.45
2022022812770020,20220228,18,GMR0001,127,272867.33,288608.45
2022022812770030,20220228,19,GMR0001,127,243376.48,288608.45
2022022812770040,20220228,20,GMR0001,127,274595.89,288608.45
2022022812770050,20220228,21,GMR0001,127,283486.21,288608.45
2022022812770060,20220228,22,GMR0001,127,306252.55,288608.45
2022022812770070,20220228,23,GMR0001,127,275450.38,288608.45
2022022812770080,20220228,24,GMR0001,127,299486.0,288608.45
2022022812770090,20220228,25,GMR0001,127,295353.84,288608.45
2022022812770100,20220228,26,GMR0001,127,289072.68,288608.45
2022022812770110,20220228,27,GMR0001,127,280552.39,288608.45
2022022812770120,20220228,28,GMR0001,127,306247.54,288608.45
2022022812770130,20220228,29,GMR0001,127,299190.13,288608.45
2022022812770140,20220228,30,GMR0001,127,322177.49,288608.45
2022022812780010,20220228,31,GMR0001,127,63436.32,72152.11
2022022812780020,20220228,32,GMR0001,127,73860.27,72152.11
2022022812780030,20220228,33,GMR0001,127,70400.14,72152.11
2022022812780040,20220228,34,GMR0001,127,69664.48,72152.11
2022022812790010,20220228,35,GMR0001,127,59655.59,72152.11
2022022812850010,20220228,1,GMR0001,128,1499446.71,1431310.2
2022022812850020,20220228,2,GMR0001,128,1441244.92,1431310.2
2022022812850030,20220228,3,GMR0001,128,1493334.25,1431310.2
2022022812850040,20220228,4,GMR0001,128,1507216.62,1431310.2
2022022812850050,20220228,5,GMR0001,128,1420637.99,1431310.2
2022022812850060,20220228,6,GMR0001,128,1432431.67,1431310.2
2022022812850070,20220228,7,GMR0001,128,1409048.51,1431310.2
2022022812850080,20220228,8,GMR0001,128,1248709.78,1431310.2
2022022812850090,20220228,9,GMR0001,128,1605131.14,1431310.2
2022022812850100,20220228,10,GMR0001,128,1469385.77,1431310.2
2022022812860010,20220228,11,GMR0001,128,1015036.97,1001917.14
2022022812860020,20220228,12,GMR0001,128,985498.39,1001917.14
2022022812860030,20220228,13,GMR0001,128,962342.0,1001917.14
2022022812860040,20220228,14,GMR0001,128,994387.81,1001917.14
2022022812860050,20220228,15,GMR0001,128,954581.7,1001917.14
2022022812860060,20220228,16,GMR0001,128,1018096.9,1001917.14
2022022812870010,20220228,17,GMR0001,128,298977.69,286262.04
2022022812870020,20220228,18,GMR0001,128,329492.54,286262.04
2022022812870030,20220228,19,GMR0001,128,252567.36,286262.04
2022022812870040,20220228,20,GMR0001,128,300684.31,286262.04
2022022812870050,20220228,21,GMR0001,128,310930.48,286262.04
2022022812870060,20220228,22,GMR0001,128,276097.07,286262.04
2022022812870070,20220228,23,GMR0001,128,259562.21,286262.04
2022022812870080,20220228,24,GMR0001,128,277401.91,286262.04
2022022812870090,20220228,25,GMR0001,128,297329.35,286262.04
2022022812870100,20220228,26,GMR0001,128,256668.3,286262.04
2022022812870110,20220228,27,GMR0001,128,306479.7,286262.04
2022022812870120,20220228,28,GMR0001,128,306535.61,286262.04
2022022812870130,20220228,29,GMR0001,128,297548.21,286262.04
2022022812870140,20220228,30,GMR0001,128,296457.02,286262.04
2022022812880010,20220228,31,GMR0001,128,80798.03,71565.51
2022022812880020,20220228,32,GMR0001,128,53125.22,71565.51
2022022812880030,20220228,33,GMR0001,128,60738.99,71565.51
2022022812880040,20220228,34,GMR0001,128,68109.75,71565.51
2022022812890010,20220228,35,GMR0001,128,60042.63,71565.51
2022022812950010,20220228,1,GMR0001,129,1404478.83,1419578.15
2022022812950020,20220228,2,GMR0001,129,1327019.43,1419578.15
2022022812950030,20220228,3,GMR0001,129,1430462.0,1419578.15
2022022812950040,20220228,4,GMR0001,129,1371049.74,1419578.15
2022022812950050,20220228,5,GMR0001,129,1569201.16,1419578.15
2022022812950060,20220228,6,GMR0001,129,1499577.76,1419578.15
2022022812950070,20220228,7,GMR0001,129,1397758.15,1419578.15
2022022812950080,20220228,8,GMR0001,129,1542748.62,1419578.15
2022022812950090,20220228,9,GMR0001,129,1436887.27,1419578.15
2022022812950100,20220228,10,GMR0001,129,1387751.16,1419578.15
2022022812960010,20220228,11,GMR0001,129,979195.47,993704.7
2022022812960020,20220228,12,GMR0001,129,1017586.76,993704.7
2022022812960030,20220228,13,GMR0001,129,989047.91,993704.7
2022022812960040,20220228,14,GMR0001,129,976196.1,993704.7
2022022812960050,20220228,15,GMR0001,129,984247.91,993704.7
2022022812960060,20220228,16,GMR0001,129,1021615.15,993704.7
2022022812970010,20220228,17,GMR0001,129,266933.38,283915.63
2022022812970020,20220228,18,GMR0001,129,261645.8,283915.63
2022022812970030,20220228,19,GMR0001,129,307311.75,283915.63
2022022812970040,20220228,20,GMR0001,129,269954.08,283915.63
2022022812970050,20220228,21,GMR0001,129,267239.22,283915.63
2022022812970060,20220228,22,GMR0001,129,282274.15,283915.63
2022022812970070,20220228,23,GMR0001,129,258090.06,283915.63
2022022812970080,20220228,24,GMR0001,129,279638.75,283915.63
2022022812970090,20220228,25,GMR0001,129,290187.14,283915.63
2022022812970100,20220228,26,GMR0001,129,298517.8,283915.63
2022022812970110,20220228,27,GMR0001,129,261438.81,283915.63
2022022812970120,20220228,28,GMR0001,129,270648.57,283915.63
2022022812970130,20220228,29,GMR0001,129,268769.81,283915.63
2022022812970140,20220228,30,GMR0001,129,266765.0,283915.63
2022022812980010,20220228,31,GMR0001,129,78367.66,70978.91
2022022812980020,20220228,32,GMR0001,129,66549.55,70978.91
2022022812980030,20220228,33,GMR0001,129,64444.32,70978.91
2022022812980040,20220228,34,GMR0001,129,72641.91,70978.91
2022022812990010,20220228,35,GMR0001,129,73375.07,70978.91
2022022813050010,20220228,1,GMR0001,130,1367507.78,1407846.1
2022022813050020,20220228,2,GMR0001,130,1470279.73,1407846.1
2022022813050030,20220228,3,GMR0001,130,1438382.97,1407846.1
2022022813050040,20220228,4,GMR0001,130,1457775.95,1407846.1
2022022813050050,20220228,5,GMR0001,130,1367030.19,1407846.1
2022022813050060,20220228,6,GMR0001,130,1324644.28,1407846.1
2022022813050070,20220228,7,GMR0001,130,1402540.35,1407846.1
2022022813050080,20220228,8,GMR0001,130,1341130.3,1407846.1
2022022813050090,20220228,9,GMR0001,130,1406318.49,1407846.1
2022022813050100,20220228,10,GMR0001,130,1334195.72,1407846.1
2022022813060010,20220228,11,GMR0001,130,952315.16,985492.27
2022022813060020,20220228,12,GMR0001,130,946409.17,985492.27
2022022813060030,20220228,13,GMR0001,130,984673.93,985492.27
2022022813060040,20220228,14,GMR0001,130,1019315.29,985492.27
2022022813060050,20220228,15,GMR0001,130,944952.52,985492.27
2022022813060060,20220228,16,GMR0001,130,961056.41,985492.27
2022022813070010,20220228,17,GMR0001,130,300331.8,281569.22
2022022813070020,20220228,18,GMR0001,130,298978.98,281569.22
2022022813070030,20220228,19,GMR0001,130,319185.34,281569.22
2022022813070040,20220228,20,GMR0001,130,311131.53,281569.22
2022022813070050,20220228,21,GMR0001,130,290051.08,281569.22
2022022813070060,20220228,22,GMR0001,130,217640.07,281569.22
2022022813070070,20220228,23,GMR0001,130,274749.72,281569.22
2022022813070080,20220228,24,GMR0001,130,284374.58,281569.22
2022022813070090,20220228,25,GMR0001,130,279003.5,281569.22
2022022813070100,20220228,26,GMR0001,130,256176.51,281569.22
2022022813070110,20220228,27,GMR0001,130,266855.18,281569.22
2022022813070120,20220228,28,GMR0001,130,294484.26,281569.22
2022022813070130,20220228,29,GMR0001,130,264714.25,281569.22
2022022813070140,20220228,30,GMR0001,130,291612.1,281569.22
2022022813080010,20220228,31,GMR0001,130,70801.98,70392.3
2022022813080020,20220228,32,GMR0001,130,66270.21,70392.3
2022022813080030,20220228,33,GMR0001,130,62445.89,70392.3
2022022813080040,20220228,34,GMR0001,130,76278.17,70392.3
2022022813090010,20220228,35,GMR0001,130,74938.47,70392.3
2022022813150010,20220228,1,GMR0001,131,1398210.48,1396114.05
2022022813150020,20220228,2,GMR0001,131,1434485.53,1396114.05
2022022813150030,20220228,3,GMR0001,131,1317235.81,1396114.05
2022022813150040,20220228,4,GMR0001,131,1458621.23,1396114.05
2022022813150050,20220228,5,GMR0001,131,1315947.82,1396114.05
2022022813150060,20220228,6,GMR0001,131,1400771.05,1396114.05
2022022813150070,20220228,7,GMR0001,131,1528738.05,1396114.05
2022022813150080,20220228,8,GMR0001,131,1395176.5,1396114.05
2022022813150090,20220228,9,GMR0001,131,1320355.36,1396114.05
2022022813150100,20220228,10,GMR0001,131,1301987.92,1396114.05
2022022813160010,20220228,11,GMR0001,131,949244.32,977279.83
2022022813160020,20220228,12,GMR0001,131,919039.37,977279.83
2022022813160030,20220228,13,GMR0001,131,983274.88,977279.83
2022022813160040,20220228,14,GMR0001,131,1006307.77,977279.83
2022022813160050,20220228,15,GMR0001,131,1008959.52,977279.83
2022022813160060,20220228,16,GMR0001,131,975369.59,977279.83
2022022813170010,20220228,17,GMR0001,131,271640.34,279222.81
2022022813170020,20220228,18,GMR0001,131,300412.93,279222.81
2022022813170030,20220228,19,GMR0001,131,284213.09,279222.81
2022022813170040,20220228,20,GMR0001,131,254544.47,279222.81
2022022813170050,20220228,21,GMR0001,131,295134.89,279222.81
2022022813170060,20220228,22,GMR0001,131,257520.55,279222.81
2022022813170070,20220228,23,GMR0001,131,263151.1,279222.81
2022022813170080,20220228,24,GMR0001,131,261235.89,279222.81
2022022813170090,20220228,25,GMR0001,131,253026.95,279222.81
2022022813170100,20220228,26,GMR0001,131,269924.72,279222.81
2022022813170110,20220228,27,GMR0001,131,281318.87,279222.81
2022022813170120,20220228,28,GMR0001,131,312725.23,279222.81
2022022813170130,20220228,29,GMR0001,131,267162.33,279222.81
2022022813170140,20220228,30,GMR0001,131,250909.29,279222.81
2022022813180010,20220228,31,GMR0001,131,64364.78,69805.7
2022022813180020,20220228,32,GMR0001,131,80274.53,69805.7
2022022813180030,20220228,33,GMR0001,131,69843.85,69805.7
2022022813180040,20220228,34,GMR0001,131,62864.26,69805.7
2022022813190010,20220228,35,GMR0001,131,70378.2,69805.7
2022022813250010,20220228,1,GMR0001,132,1267213.72,1384382.0
2022022813250020,20220228,2,GMR0001,132,1395409.3,1384382.0
2022022813250030,20220228,3,GMR0001,132,1245069.22,1384382.0
2022022813250040,20220228,4,GMR0001,132,1448180.41,1384382.0
2022022813250050,20220228,5,GMR0001,132,1366180.3,1384382.0
2022022813250060,20220228,6,GMR0001,132,1370164.78,1384382.0
2022022813250070,20220228,7,GMR0001,132,1290862.6,1384382.0
2022022813250080,20220228,8,GMR0001,132,1446645.97,1384382.0
2022022813250090,20220228,9,GMR0001,132,1382097.57,1384382.0
2022022813250100,20220228,10,GMR0001,132,1390584.14,1384382.0
2022022813260010,20220228,11,GMR0001,132,908862.52,969067.4
2022022813260020,20220228,12,GMR0001,132,970659.85,969067.4
2022022813260030,20220228,13,GMR0001,132,973384.42,969067.4
2022022813260040,20220228,14,GMR0001,132,963222.48,969067.4
2022022813260050,20220228,15,GMR0001,132,977638.72,969067.4
2022022813260060,20220228,16,GMR0001,132,1001001.54,969067.4
2022022813270010,20220228,17,GMR0001,132,277981.48,276876.4
2022022813270020,20220228,18,GMR0001,132,240052.6,276876.4
2022022813270030,20220228,19,GMR0001,132,326371.96,276876.4
2022022813270040,20220228,20,GMR0001,132,298969.7,276876.4
2022022813270050,20220228,21,GMR0001,132,279993.83,276876.4
2022022813270060,20220228,22,GMR0001,132,302572.14,276876.4
2022022813270070,20220228,23,GMR0001,132,314894.61,276876.4
2022022813270080,20220228,24,GMR0001,132,248668.03,276876.4
2022022813270090,20220228,25,GMR0001,132,225837.05,276876.4
2022022813270100,20220228,26,GMR0001,132,266468.05,276876.4
2022022813270110,20220228,27,GMR0001,132,287930.02,276876.4
2022022813270120,20220228,28,GMR0001,132,247416.08,276876.4
2022022813270130,20220228,29,GMR0001,132,293661.72,276876.4
2022022813270140,20220228,30,GMR0001,132,290643.07,276876.4
2022022813280010,20220228,31,GMR0001,132,68821.53,69219.1
2022022813280020,20220228,32,GMR0001,132,79985.27,69219.1
2022022813280030,20220228,33,GMR0001,132,66770.05,69219.1
2022022813280040,20220228,34,GMR0001,132,78863.22,69219.1
2022022813290010,20220228,35,GMR0001,132,70680.47,69219.1
2022022813350010,20220228,1,GMR0001,133,1312453.84,1372649.94
2022022813350020,20220228,2,GMR0001,133,1342367.79,1372649.94
2022022813350030,20220228,3,GMR0001,133,1346806.94,1372649.94
2022022813350040,20220228,4,GMR0001,133,1523755.36,1372649.94
2022022813350050,20220228,5,GMR0001,133,1381209.02,1372649.94
2022022813350060,20220228,6,GMR0001,133,1346993.28,1372649.94
2022022813350070,20220228,7,GMR0001,133,1430498.4,1372649.94
2022022813350080,20220228,8,GMR0001,133,1479366.56,1372649.94
2022022813350090,20220228,9,GMR0001,133,1433022.17,1372649.94
2022022813350100,20220228,10,GMR0001,133,1399675.25,1372649.94
2022022813360010,20220228,11,GMR0001,133,982992.0,960854.96
2022022813360020,20220228,12,GMR0001,133,946807.25,960854.96
2022022813360030,20220228,13,GMR0001,133,965853.1,960854.96
2022022813360040,20220228,14,GMR0001,133,962482.37,960854.96
2022022813360050,20220228,15,GMR0001,133,939010.13,960854.96
2022022813360060,20220228,16,GMR0001,133,995285.31,960854.96
2022022813370010,20220228,17,GMR0001,133,271603.56,274529.99
2022022813370020,20220228,18,GMR0001,133,231867.04,274529.99
2022022813370030,20220228,19,GMR0001,133,294410.07,274529.99
2022022813370040,20220228,20,GMR0001,133,273797.8,274529.99
2022022813370050,20220228,21,GMR0001,133,256327.21,274529.99
2022022813370060,20220228,22,GMR0001,133,288694.93,274529.99
2022022813370070,20220228,23,GMR0001,133,277475.6,274529.99
2022022813370080,20220228,24,GMR0001,133,231582.51,274529.99
2022022813370090,20220228,25,GMR0001,133,297834.09,274529.99
2022022813370100,20220228,26,GMR0001,133,259372.79,274529.99
2022022813370110,20220228,27,GMR0001,133,266410.64,274529.99
2022022813370120,20220228,28,GMR0001,133,247743.06,274529.99
2022022813370130,20220228,29,GMR0001,133,265954.25,274529.99
2022022813370140,20220228,30,GMR0001,133,245241.82,274529.99
2022022813380010,20220228,31,GMR0001,133,64574.61,68632.5
2022022813380020,20220228,32,GMR0001,133,69381.9,68632.5
2022022813380030,20220228,33,GMR0001,133,63584.57,68632.5
2022022813380040,20220228,34,GMR0001,133,77966.76,68632.5
2022022813390010,20220228,35,GMR0001,133,81327.97,68632.5
2022022813450010,20220228,1,GMR0001,134,1479352.27,1360917.89
2022022813450020,20220228,2,GMR0001,134,1514496.66,1360917.89
2022022813450030,20220228,3,GMR0001,134,1453915.08,1360917.89
2022022813450040,20220228,4,GMR0001,134,1296589.61,1360917.89
2022022813450050,20220228,5,GMR0001,134,1356778.87,1360917.89
2022022813450060,20220228,6,GMR0001,134,1386509.79,1360917.89
2022022813450070,20220228,7,GMR0001,134,1341904.95,1360917.89
2022022813450080,20220228,8,GMR0001,134,1381380.77,1360917.89
2022022813450090,20220228,9,GMR0001,134,1470983.16,1360917.89
2022022813450100,20220228,10,GMR0001,134,1261918.1,1360917.89
2022022813460010,20220228,11,GMR0001,134,902715.18,952642.53
2022022813460020,20220228,12,GMR0001,134,935462.15,952642.53
2022022813460030,20220228,13,GMR0001,134,949646.77,952642.53
2022022813460040,20220228,14,GMR0001,134,939161.22,952642.53
2022022813460050,20220228,15,GMR0001,134,975247.52,952642.53
2022022813460060,20220228,16,GMR0001,134,943312.53,952642.53
2022022813470010,20220228,17,GMR0001,134,271240.31,272183.58
2022022813470020,20220228,18,GMR0001,134,223624.68,272183.58
2022022813470030,20220228,19,GMR0001,134,300036.26,272183.58
2022022813470040,20220228,20,GMR0001,134,296430.33,272183.58
2022022813470050,20220228,21,GMR0001,134,253806.88,272183.58
2022022813470060,20220228,22,GMR0001,134,259300.64,272183.58
2022022813470070,20220228,23,GMR0001,134,233834.2,272183.58
2022022813470080,20220228,24,GMR0001,134,258874.27,272183.58
2022022813470090,20220228,25,GMR0001,134,284430.93,272183.58
2022022813470100,20220228,26,GMR0001,134,271063.14,272183.58
2022022813470110,20220228,27,GMR0001,134,265002.38,272183.58
2022022813470120,20220228,28,GMR0001,134,282195.55,272183.58
2022022813470130,20220228,29,GMR0001,134,298069.33,272183.58
2022022813470140,20220228,30,GMR0001,134,266139.92,272183.58
2022022813480010,20220228,31,GMR0001,134,66553.52,68045.89
2022022813480020,20220228,32,GMR0001,134,72415.65,68045.89
2022022813480030,20220228,33,GMR0001,134,65544.44,68045.89
2022022813480040,20220228,34,GMR0001,134,72450.61,68045.89
2022022813490010,20220228,35,GMR0001,134,63555.47,68045.89
2022022813550010,20220228,1,GMR0001,135,1350364.36,1349185.84
2022022813550020,20220228,2,GMR0001,135,1432580.17,1349185.84
2022022813550030,20220228,3,GMR0001,135,1209246.69,1349185.84
2022022813550040,20220228,4,GMR0001,135,1300893.01,1349185.84
2022022813550050,20220228,5,GMR0001,135,1314165.97,1349185.84
2022022813550060,20220228,6,GMR0001,135,1242671.36,1349185.84
2022022813550070,20220228,7,GMR0001,135,1243426.97,1349185.84
2022022813550080,20220228,8,GMR0001,135,1294531.54,1349185.84
2022022813550090,20220228,9,GMR0001,135,1296474.87,1349185.84
2022022813550100,20220228,10,GMR0001,135,1311981.31,1349185.84
2022022813560010,20220228,11,GMR0001,135,939999.25,944430.09
2022022813560020,20220228,12,GMR0001,135,944058.53,944430.09
2022022813560030,20220228,13,GMR0001,135,951084.6,944430.09
2022022813560040,20220228,14,GMR0001,135,919909.41,944430.09
2022022813560050,20220228,15,GMR0001,135,979734.48,944430.09
2022022813560060,20220228,16,GMR0001,135,938646.98,944430.09
2022022813570010,20220228,17,GMR0001,135,286889.44,269837.17
2022022813570020,20220228,18,GMR0001,135,228302.5,269837.17
2022022813570030,20220228,19,GMR0001,135,275098.71,269837.17
2022022813570040,20220228,20,GMR0001,135,262751.08,269837.17
2022022813570050,20220228,21,GMR0001,135,308302.31,269837.17
2022022813570060,20220228,22,GMR0001,135,254182.88,269837.17
2022022813570070,20220228,23,GMR0001,135,288495.37,269837.17
2022022813570080,20220228,24,GMR0001,135,301059.18,269837.17
2022022813570090,20220228,25,GMR0001,135,294954.35,269837.17
2022022813570100,20220228,26,GMR0001,135,229728.62,269837.17
2022022813570110,20220228,27,GMR0001,135,263200.77,269837.17
2022022813570120,20220228,28,GMR0001,135,273788.73,269837.17
2022022813570130,20220228,29,GMR0001,135,255868.21,269837.17
2022022813570140,20220228,30,GMR0001,135,285092.7,269837.17
2022022813580010,20220228,31,GMR0001,135,69659.73,67459.29
2022022813580020,20220228,32,GMR0001,135,69403.91,67459.29
2022022813580030,20220228,33,GMR0001,135,74184.14,67459.29
2022022813580040,20220228,34,GMR0001,135,75166.15,67459.29
2022022813590010,20220228,35,GMR0001,135,59637.37,67459.29
2022022813650010,20220228,1,GMR0001,136,1296617.23,1337453.79
2022022813650020,20220228,2,GMR0001,136,1317764.62,1337453.79
2022022813650030,20220228,3,GMR0001,136,1312019.53,1337453.79
2022022813650040,20220228,4,GMR0001,136,1492392.86,1337453.79
2022022813650050,20220228,5,GMR0001,136,1465058.24,1337453.79
2022022813650060,20220228,6,GMR0001,136,1273171.8,1337453.79
2022022813650070,20220228,7,GMR0001,136,1339785.21,1337453.79
2022022813650080,20220228,8,GMR0001,136,1479415.08,1337453.79
2022022813650090,20220228,9,GMR0001,136,1283364.62,1337453.79
2022022813650100,20220228,10,GMR0001,136,1385228.21,1337453.79
2022022813660010,20220228,11,GMR0001,136,929870.6,936217.65
2022022813660020,20220228,12,GMR0001,136,909091.55,936217.65
2022022813660030,20220228,13,GMR0001,136,966185.19,936217.65
2022022813660040,20220228,14,GMR0001,136,983842.1,936217.65
2022022813660050,20220228,15,GMR0001,136,916571.66,936217.65
2022022813660060,20220228,16,GMR0001,136,945807.98,936217.65
2022022813670010,20220228,17,GMR0001,136,243821.89,267490.76
2022022813670020,20220228,18,GMR0001,136,269757.7,267490.76
2022022813670030,20220228,19,GMR0001,136,276530.38,267490.76
2022022813670040,20220228,20,GMR0001,136,284993.45,267490.76
2022022813670050,20220228,21,GMR0001,136,249220.3,267490.76
2022022813670060,20220228,22,GMR0001,136,237922.72,267490.76
2022022813670070,20220228,23,GMR0001,136,297214.3,267490.76
2022022813670080,20220228,24,GMR0001,136,288212.86,267490.76
2022022813670090,20220228,25,GMR0001,136,298956.04,267490.76
2022022813670100,20220228,26,GMR0001,136,250881.51,267490.76
2022022813670110,20220228,27,GMR0001,136,289215.2,267490.76
2022022813670120,20220228,28,GMR0001,136,253505.91,267490.76
2022022813670130,20220228,29,GMR0001,136,254953.89,267490.76
2022022813670140,20220228,30,GMR0001,136,274381.99,267490.76
2022022813680010,20220228,31,GMR0001,136,74123.88,66872.69
2022022813680020,20220228,32,GMR0001,136,51840.73,66872.69
2022022813680030,20220228,33,GMR0001,136,67806.79,66872.69
2022022813680040,20220228,34,GMR0001,136,51172.86,66872.69
2022022813690010,20220228,35,GMR0001,136,59664.42,66872.69
2022022813750010,20220228,1,GMR0001,137,1279123.43,1325721.74
2022022813750020,20220228,2,GMR0001,137,1371972.1,1325721.74
2022022813750030,20220228,3,GMR0001,137,1253284.27,1325721.74
2022022813750040,20220228,4,GMR0001,137,1312447.44,1325721.74
2022022813750050,20220228,5,GMR0001,137,1392842.2,1325721.74
2022022813750060,20220228,6,GMR0001,137,1197458.23,1325721.74
2022022813750070,20220228,7,GMR0001,137,1330780.68,1325721.74
2022022813750080,20220228,8,GMR0001,137,1391525.86,1325721.74
2022022813750090,20220228,9,GMR0001,137,1421205.46,1325721.74
2022022813750100,20220228,10,GMR0001,137,1383369.91,1325721.74
2022022813760010,20220228,11,GMR0001,137,944273.73,928005.22
2022022813760020,20220228,12,GMR0001,137,975952.58,928005.22
2022022813760030,20220228,13,GMR0001,137,901366.21,928005.22
2022022813760040,20220228,14,GMR0001,137,936147.55,928005.22
2022022813760050,20220228,15,GMR0001,137,900660.54,928005.22
2022022813760060,20220228,16,GMR0001,137,970490.88,928005.22
2022022813770010,20220228,17,GMR0001,137,268960.11,265144.35
2022022813770020,20220228,18,GMR0001,137,276101.82,265144.35
2022022813770030,20220228,19,GMR0001,137,295439.59,265144.35
2022022813770040,20220228,20,GMR0001,137,292619.16,265144.35
2022022813770050,20220228,21,GMR0001,137,305667.02,265144.35
2022022813770060,20220228,22,GMR0001,137,269992.62,265144.35
2022022813770070,20220228,23,GMR0001,137,275968.74,265144.35
2022022813770080,20220228,24,GMR0001,137,278952.34,265144.35
2022022813770090,20220228,25,GMR0001,137,285158.96,265144.35
2022022813770100,20220228,26,GMR0001,137,274958.68,265144.35
2022022813770110,20220228,27,GMR0001,137,255603.62,265144.35
2022022813770120,20220228,28,GMR0001,137,277293.48,265144.35
2022022813770130,20220228,29,GMR0001,137,247328.95,265144.35
2022022813770140,20220228,30,GMR0001,137,277134.1,265144.35
2022022813780010,20220228,31,GMR0001,137,58163.91,66286.09
2022022813780020,20220228,32,GMR0001,137,61799.6,66286.09
2022022813780030,20220228,33,GMR0001,137,64684.14,66286.09
2022022813780040,20220228,34,GMR0001,137,67709.19,66286.09
2022022813790010,20220228,35,GMR0001,137,72838.11,66286.09
2022022813850010,20220228,1,GMR0001,138,1257372.58,1313989.69
2022022813850020,20220228,2,GMR0001,138,1356896.1,1313989.69
2022022813850030,20220228,3,GMR0001,138,1334487.62,1313989.69
2022022813850040,20220228,4,GMR0001,138,1230965.2,1313989.69
2022022813850050,20220228,5,GMR0001,138,1186970.48,1313989.69
